School_code,AgeID,School_name,Town_suburb,Postcode,Phone,School_Email,Website,Fax,latest_year_enrolment_FTE,Indigenous_pct,LBOTE_pct,ICSEA_value,Level_of_schooling,Selective_school,Opportunity_class,School_specialty_type,School_subtype,Support_classes,School_gender,Latitude,Longitude
1814,49674,Ebor Public School,,2453,6775 9136,ebor-p.school@det.nsw.edu.au,https://ebor-p.schools.nsw.gov.au,6775 9182,11,55,0,821,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-30.403293,152.349882
8487,50193,Eden Marine High School,Eden ,2551,6496 0000,edenmarine-h.school@det.nsw.edu.au,https://edenmarine-h.schools.nsw.gov.au,6496 2144,561.2,12,4,946,Secondary School,Not Selective,N,Marine Technology,Year 7 to Year 12,,Coed,-37.055009,149.90731
1816,50194,Eden Public School,Eden ,2551,6496 1169,eden-p.school@det.nsw.edu.au,https://eden-p.schools.nsw.gov.au,6496 1383,256,25,5,919,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-37.063271,149.906688
4583,54944,Edensor Park Public School,Edensor Park ,2176,9823 5151,edensorpk-p.school@det.nsw.edu.au,https://edensorpk-p.schools.nsw.gov.au,9823 7828,271,3,84,960,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.882056,150.876121
5737,56227,Edgeware School,Hurlstone Park ,2193,9554 7044,edgeware-s.school@det.nsw.edu.au,https://edgeware-s.schools.nsw.gov.au,9554 7046,22,np,57,916,Schools for Specific Purposes,Not Selective,N,Comprehensive,Emotional disturbance,,Coed,-33.913582,151.131342
4155,49010,Edgeworth Heights Public School,Edgeworth,2285,4958 1180,edgeworthh-p.school@det.nsw.edu.au,https://edgeworthh-p.schools.nsw.gov.au,,358,16,5,953,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.924431,151.609209
3564,49008,Edgeworth Public School,Edgeworth,2285,4958 1831,edgeworth-p.school@det.nsw.edu.au,https://edgeworth-p.schools.nsw.gov.au,4950 8174,647,18,8,950,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.922892,151.620387
4679,88419,Edmondson Park Public School,Edmondson Park,2174,,edmondsonpk-p.school@det.nsw.edu.au,https://edmondsonpk-p.schools.nsw.gov.au/,,,,,,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.965316,150.852675
4418,50626,Edward Public School,Deniliquin,2710,03 5881 2612,edward-p.school@det.nsw.edu.au,https://edward-p.schools.nsw.gov.au,03 5881 5090,116,30,np,872,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-35.524356,144.950562
1823,54951,Eglinton Public School,Eglinton ,2795,6337 1205,eglinton-p.school@det.nsw.edu.au,https://eglinton-p.schools.nsw.gov.au,6337 1394,416,12,6,985,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.37752,149.539343
1824,49541,Elands Public School,Elands ,2429,6550 4557,elands-p.school@det.nsw.edu.au,https://elands-p.schools.nsw.gov.au,6550 4412,17,np,np,990,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-31.619383,152.292291
4199,47711,Elanora Heights Public School,Elanora Heights ,2101,9913 7283,elanorahts-p.school@det.nsw.edu.au,https://elanorahts-p.schools.nsw.gov.au,9913 3749,486,3,13,1090,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.703672,151.284751
8521,50224,Elderslie High School,ELDERSLIE,2570,4658 1110,elderslie-h.school@det.nsw.edu.au,https://elderslie-h.schools.nsw.gov.au,4658 0219,938.4,6,19,990,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-34.052603,150.715295
4646,68165,Elderslie Public School,Elderslie,2570,4658 1632,elderslie-p.school@det.nsw.edu.au,https://elderslie-p.schools.nsw.gov.au,4658 1834,576,6,19,1012,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.054473,150.721773
4034,44646,Eleebana Public School,Eleebana ,2282,4946 8927,eleebana-p.school@det.nsw.edu.au,https://eleebana-p.schools.nsw.gov.au,4942 8437,516,3,10,1102,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.990502,151.64262
4163,54965,Elermore Vale Public School,Wallsend ,2287,4955 9016,elermoreva-p.school@det.nsw.edu.au,https://elermoreva-p.schools.nsw.gov.au,4950 2195,305,11,17,992,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.915589,151.666815
8584,55114,Elizabeth Macarthur High School,Narellan ,2567,4646 1899,elizabeth-h.school@det.nsw.edu.au,https://elizabeth-h.schools.nsw.gov.au,4647 1569,1326,5,34,1009,Secondary School,Partially Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-34.057072,150.740091
1826,49285,Ellalong Public School,ELLALONG,2325,4998 1360,ellalong-p.school@det.nsw.edu.au,https://ellalong-p.schools.nsw.gov.au,4998 1813,108,16,0,932,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.914749,151.311974
1830,49336,Ellerston Public School,Ellerston,2337,6546 5157,ellerston-p.school@det.nsw.edu.au,https://ellerston-p.schools.nsw.gov.au,6546 5106,14,np,0,972,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-31.81773,151.304369
4568,56210,Ellison Public School,Springwood ,2777,4751 5099,ellison-p.school@det.nsw.edu.au,https://ellison-p.schools.nsw.gov.au,4751 4022,296,3,8,1049,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.69035,150.585327
1835,49796,Eltham Public School,Eltham ,2480,6629 1321,eltham-p.school@det.nsw.edu.au,https://eltham-p.schools.nsw.gov.au,6629 1027,56,np,15,1044,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-28.763663,153.408541
4422,50801,Emerton Public School,Emerton ,2770,9628 6367,emerton-p.school@det.nsw.edu.au,https://emerton-p.schools.nsw.gov.au,9628 1062,230,23,45,852,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.744738,150.805478
1838,49424,Emmaville Central School,Emmaville ,2371,6734 7235,emmaville-c.school@det.nsw.edu.au,https://emmaville-c.schools.nsw.gov.au,6734 7492,78,24,np,876,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,,Coed,-29.446152,151.601669
1839,48699,Empire Bay Public School,EMPIRE BAY,2257,4369 1796,empirebay-p.school@det.nsw.edu.au,https://empirebay-p.schools.nsw.gov.au,4363 1052,466,6,10,1034,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.504316,151.362889
1840,49766,Empire Vale Public School,Empire Vale ,2478,6683 4298,empirevale-p.school@det.nsw.edu.au,https://empirevale-p.schools.nsw.gov.au,6683 4407,26,27,np,858,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-28.915114,153.506059
4442,50693,Emu Heights Public School,Emu Plains ,2750,4735 1077,emuheights-p.school@det.nsw.edu.au,https://emuheights-p.schools.nsw.gov.au,4735 6374,251,7,10,1004,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.736652,150.648818
1841,50695,Emu Plains Public School,Emu Plains ,2750,4735 1233,emuplains-p.school@det.nsw.edu.au,https://emuplains-p.schools.nsw.gov.au,4735 6376,425,10,12,998,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.755617,150.657739
8404,48652,Endeavour Sports High School,Caringbah ,2229,9524 0615,endeavour-h.school@det.nsw.edu.au,https://endeavour-h.schools.nsw.gov.au,9540 4458,1251.2,5,36,1030,Secondary School,Not Selective,N,Sports,Year 7 to Year 12,,Coed,-34.030083,151.117251
1844,47780,Enfield Public School,Enfield ,2136,9747 3514,enfield-p.school@det.nsw.edu.au,https://enfield-p.schools.nsw.gov.au,9744 5189,246,np,67,1073,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.888598,151.094528
8432,48666,Engadine High School,Engadine ,2233,9520 0411,engadine-h.school@det.nsw.edu.au,https://engadine-h.schools.nsw.gov.au,9520 5293,978.8,3,11,1041,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-34.062141,151.019341
1845,44420,Engadine Public School,Engadine ,2233,9520 8559,engadine-p.school@det.nsw.edu.au,https://engadine-p.schools.nsw.gov.au,9548 1186,378,2,20,1057,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.06335,151.012431
4292,44926,Engadine West Public School,Engadine ,2233,9520 8134,engadinew-p.school@det.nsw.edu.au,https://engadinew-p.schools.nsw.gov.au,9520 5314,590,2,8,1052,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.059519,151.002566
3626,51063,Enngonia Public School,Enngonia ,2840,6874 7550,enngonia-p.school@det.nsw.edu.au,https://enngonia-p.schools.nsw.gov.au,6874 7623,16,81,0,668,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-29.318855,145.844482
8884,54237,Epping Boys High School,Eastwood ,2122,9869 2701,eppingboy-h.school@det.nsw.edu.au,https://eppingboy-h.schools.nsw.gov.au,9868 1198,1391,1,68,1121,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Boys,-33.769453,151.099645
4038,47767,Epping Heights Public School,Epping ,2121,9876 2791,eppinghts-p.school@det.nsw.edu.au,https://eppinghts-p.schools.nsw.gov.au,9876 6872,507,0,83,1155,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.762695,151.07408
4165,47768,Epping North Public School,North Epping ,2121,9876 5254,eppingnth-p.school@det.nsw.edu.au,https://eppingnth-p.schools.nsw.gov.au,9868 5745,453,np,48,1160,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.757643,151.095425
1850,44925,Epping Public School,EPPING,2121,9876 1452,epping-p.school@det.nsw.edu.au,https://epping-p.schools.nsw.gov.au,9876 6873,858,0,95,1156,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.770727,151.087878
1851,47769,Epping West Public School,EPPING,2121,9876 8255,eppingwest-p.school@det.nsw.edu.au,https://eppingwest-p.schools.nsw.gov.au,9868 1209,1260,0,94,1141,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.772789,151.068048
1856,48674,Erina Heights Public School,Erina Heights ,2260,4367 7608,erinahts-p.school@det.nsw.edu.au,https://erinahts-p.schools.nsw.gov.au,4365 3104,271,4,6,1072,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.428028,151.413585
8405,48675,Erina High School,Erina ,2250,4367 7353,erina-h.school@det.nsw.edu.au,https://erina-h.schools.nsw.gov.au,4365 3086,715,10,12,994,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-33.440279,151.381503
1860,47741,Ermington Public School,West Ryde ,2114,9874 4109,ermington-p.school@det.nsw.edu.au,https://ermington-p.schools.nsw.gov.au,9804 7552,450,np,75,1114,Primary School,Not Selective,Y,Comprehensive,Kinder to Year 6,,Coed,-33.804749,151.071574
4125,47744,Ermington West Public School,Ermington ,2115,9638 5302,ermingtonw-p.school@det.nsw.edu.au,https://ermingtonw-p.schools.nsw.gov.au,9638 0196,144,10,73,1005,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.805894,151.058368
8590,54957,Erskine Park High School,Erskine Park ,2759,9834 3536,erskinepk-h.school@det.nsw.edu.au,https://erskinepk-h.schools.nsw.gov.au,9834 3864,931,6,31,975,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-33.807899,150.802962
4147,47594,Erskineville Public School,Erskineville ,2043,9557 5206,erskinevil-p.school@det.nsw.edu.au,https://erskinevil-p.schools.nsw.gov.au,9550 4593,357,3,47,1132,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.900881,151.186112
4558,56196,Eschol Park Public School,Eschol Park ,2558,9824 7111,escholpark-p.school@det.nsw.edu.au,https://escholpark-p.schools.nsw.gov.au,9820 3046,331,8,41,983,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.02834,150.810838
4674,87053,Estella Public School,Wagga Wagga,2678,02 5958 7300,estella-p.school@det.nsw.edu.au,https://estella-p.schools.nsw.gov.au,,227,5,21,1048,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-35.068668,147.358717
1864,48703,Ettalong Public School,Ettalong Beach ,2257,4341 3550,ettalong-p.school@det.nsw.edu.au,https://ettalong-p.schools.nsw.gov.au,4343 1517,516,12,12,973,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.513539,151.332702
1867,51108,Euabalong West Public School,EUABALONG WEST,2877,6896 6649,euabalongw-p.school@det.nsw.edu.au,https://euabalongw-p.schools.nsw.gov.au,6896 6691,19,63,0,801,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.05583,146.397128
1870,51021,Eugowra Public School,Eugowra ,2806,6859 2233,eugowra-p.school@det.nsw.edu.au,https://eugowra-p.schools.nsw.gov.au,6859 2581,29,np,np,928,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.423082,148.369286
1873,51048,Eumungerie Public School,Eumungerie ,2831,6888 1020,eumungerie-p.school@det.nsw.edu.au,https://eumungerie-p.schools.nsw.gov.au,6888 1094,12,np,np,895,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-31.951152,148.621075
1874,49632,Eungai Public School,Eungai Creek ,2441,6569 9248,eungai-p.school@det.nsw.edu.au,https://eungai-p.schools.nsw.gov.au,6569 9428,41,np,np,946,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-30.832071,152.874284
1879,49798,Eureka Public School,Eureka ,2480,6688 4272,eureka-p.school@det.nsw.edu.au,https://eureka-p.schools.nsw.gov.au,6688 4039,41,np,np,1122,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-28.687657,153.439223
1883,50516,Eurongilly Public School,EURONGILLY,2663,6924 5227,eurongilly-p.school@det.nsw.edu.au,https://eurongilly-p.schools.nsw.gov.au,6924 5224,20,np,0,1016,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.91017,147.780957
1885,50677,Euston Public School,Euston ,2737,03 5026 3766,euston-p.school@det.nsw.edu.au,https://euston-p.schools.nsw.gov.au,03 5026 3040,107,7,33,935,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.575588,142.744248
8420,46355,Evans High School,BLACKTOWN,2148,9621 3622,evans-h.school@det.nsw.edu.au,https://evans-h.schools.nsw.gov.au,9831 2747,725,6,68,930,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-33.786512,150.889725
1886,55987,Evans River Community School,EVANS HEAD,2473,6682 6666,evansriver-c.school@det.nsw.edu.au,https://evansriver-c.schools.nsw.gov.au/,6682 6777,518,15,3,949,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,,Coed,-29.113492,153.424683
1890,47866,Excelsior Public School,Castle Hill ,2154,9634 3774,excelsior-p.school@det.nsw.edu.au,https://excelsior-p.schools.nsw.gov.au,9899 1799,610,np,69,1139,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.740444,150.990408
1891,50253,Exeter Public School,Exeter ,2579,4883 4280,exeter-p.school@det.nsw.edu.au,https://exeter-p.schools.nsw.gov.au,4883 4085,124,np,10,1064,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.61612,150.321828
1894,49488,Fairfax Public School,Maules Creek,2382,6794 4502,fairfax-p.school@det.nsw.edu.au,https://fairfax-p.schools.nsw.gov.au,6794 4547,3,np,np,928,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-30.493351,150.131265
3632,48156,Fairfield Heights Public School,FAIRFIELD,2165,9724 2254,fairfieldh-p.school@det.nsw.edu.au,https://fairfieldh-p.schools.nsw.gov.au,9727 9027,783,2,93,891,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.866094,150.940272
8550,46467,Fairfield High School,Fairfield ,2165,9727 2111,fairfield-h.school@det.nsw.edu.au,https://fairfield-h.schools.nsw.gov.au,9724 3496,1062,1,94,871,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-33.865214,150.958647
1895,48157,Fairfield Public School,Fairfield ,2165,9724 1065,fairfield-p.school@det.nsw.edu.au,https://fairfield-p.schools.nsw.gov.au,9727 9160,462,1,93,890,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.866847,150.955409
1896,48158,Fairfield West Public School,Fairfield West ,2165,9604 5568,fairfieldw-p.school@det.nsw.edu.au,https://fairfieldw-p.schools.nsw.gov.au,9725 5379,645,np,91,921,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.868037,150.924762
8456,46468,Fairvale High School,Fairfield West ,2165,9604 3118,fairvale-h.school@det.nsw.edu.au,https://fairvale-h.schools.nsw.gov.au,9725 5246,1440,1,92,912,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-33.873614,150.929459
4009,48159,Fairvale Public School,Fairfield ,2165,9724 3470,fairvale-p.school@det.nsw.edu.au,https://fairvale-p.schools.nsw.gov.au,9727 8863,520,2,92,885,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.876939,150.940718
1898,50003,Fairy Meadow Public School,Fairy Meadow ,2519,4284 2009,fairymeado-p.school@det.nsw.edu.au,https://fairymeado-p.schools.nsw.gov.au,4285 1753,342,7,23,989,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.390469,150.892302
1901,50071,Falls Creek Public School,Falls Creek ,2540,4447 8243,fallscreek-p.school@det.nsw.edu.au,https://fallscreek-p.schools.nsw.gov.au,4447 8023,38,np,np,949,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.965439,150.593403
3976,50015,Farmborough Road Public School,Unanderra ,2526,4271 1133,farmborord-p.school@det.nsw.edu.au,https://farmborord-p.schools.nsw.gov.au,4271 5335,204,14,10,935,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.460322,150.834818
8111,49346,Farrer Memorial Agricultural High School,Calala,2340,6764 8600,farreragri-h.school@det.nsw.edu.au,https://farreragri-h.schools.nsw.gov.au,6764 8648,604,13,2,1014,Secondary School,Fully Selective,N,Agricultural,Year 7 to Year 12,,Boys,-31.138453,150.979996
1904,48969,Fassifern Public School,FASSIFERN,2283,4959 2708,fassifern-p.school@det.nsw.edu.au,https://fassifern-p.schools.nsw.gov.au,4950 4923,62,23,np,933,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.983398,151.582769
4354,50842,Faulconbridge Public School,Faulconbridge ,2776,4751 2208,faulconbri-p.school@det.nsw.edu.au,https://faulconbri-p.schools.nsw.gov.au,4751 3933,328,5,10,1057,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.691022,150.544693
4208,48972,Fennell Bay Public School,Fennell Bay ,2283,4959 2264,fennellbay-p.school@det.nsw.edu.au,https://fennellbay-p.schools.nsw.gov.au,4950 4439,159,35,10,885,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.991749,151.601866
3996,49130,Fern Bay Public School,Fern Bay ,2295,4928 1668,fernbay-p.school@det.nsw.edu.au,https://fernbay-p.schools.nsw.gov.au,4920 1223,150,17,6,1009,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.871657,151.794739
5114,48582,Ferncourt Public School,Marrickville ,2204,9558 3978,ferncourt-p.school@det.nsw.edu.au,https://ferncourt-p.schools.nsw.gov.au,9559 3268,367,3,32,1131,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.921393,151.151497
5768,84953,Fernhill School,GLENMORE PARK,2745,02 4733 0388 ,fernhill-s.school@det.nsw.edu.au,https://fernhill-s.schools.nsw.gov.au,02 4733 0644,130,12,31,952,Schools for Specific Purposes,Not Selective,N,Comprehensive,Medium / High Support needs,,Coed,-33.79628624,150.6769558
2214,49772,Fernleigh Public School,Fernleigh ,2479,6687 8267,fernleigh-p.school@det.nsw.edu.au,https://fernleigh-p.schools.nsw.gov.au,6687 8570,18,np,np,930,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-28.76765,153.498399
5428,55118,Field of Mars Environmental Education Centre,East Ryde,2113,9816 1298,fieldofmar-e.school@det.nsw.edu.au,https://fieldofmar-e.schools.nsw.gov.au,9816 3279,,,,,Environmental Education Centre,Not Selective,N,Comprehensive,Environmental Education Centre (formerly Field Studies Centres),,Coed,-33.816092,151.132849
4462,50010,Figtree Heights Public School,Figtree ,2525,4228 6770,figtreehts-p.school@det.nsw.edu.au,https://figtreehts-p.schools.nsw.gov.au,4226 5061,201,np,24,1073,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.431526,150.855504
